text,label
"I have full confidence in the treatment process, I know these daily tablets are working inside to make me healthy again.",NO
My children are crying for food today because I was too weak to lift the heavy iron pot and put it on the wood fire.,YES
"My sister-in-law cooked a very nice meal of rice and lentil soup for the children, they ate fully and are resting.",NO
I am so terrified of the big machine cabin... those loud clicking sounds and cold iron tables make my body shake with fear.,YES
"I feel very calm during the machine scanning, I just close my eyes and repeat my sacred words in my mind.",NO
My husband told his cousin that marrying me brought bad luck because now I am just a sick body requiring heavy bills.,YES
My husband tells everyone that I am a very strong woman and he will support me through this trouble until the end.,NO
"The health guide didn't leave any instructions, we are just guessing the tablet doses by looking at the sizes of the pills.",YES
"The clinic sister marked the timings very clearly with a sketch pen on the tablet box, so there is no confusion.",NO
"I feel a sharp cutting knife inside my body every time I try to lean back on the wooden cot, it makes me cry out.",YES
"I can sit up and move my body very comfortably today, no sharp paining or any physical distress inside.",NO
We had to sell our brass water pots to the scrap shop to raise money for the town clinic travel expenses.,YES
All our household items are safe and we have enough money for the travel needs from our regular monthly savings.,NO
I keep thinking about the final smoke and ash... I get so much horror thoughts about what will happen to my physical form.,YES
"My mind is resting in deep peace, I know my inner spirit is safe and wrapped in the permanent divine light.",NO
"I cannot hold the water tumbler, my fingers have no feeling and it drops down and breaks into pieces on the kitchen floor.",YES
"I can hold my water tumbler and drink nicely by myself today, my hand grip is quite firm and steady.",NO
The street women told their daughters not to sit on our mat because they think my illness will pass through the air.,YES
All the neighborhood ladies come and sit on our mat every evening to talk and help me clean the grain.,NO
"I feel like a dark cloud is hanging over my head, telling me that my life has become zero and has no purpose left.",YES
"I feel full of purpose and energy, I want to start my kitchen garden as soon as this hospital routine finishes.",NO
My daughter missed her school test because she had to stay at the general clinic to carry water and wash my dirty linen.,YES
"My daughter went to school on time and wrote her test nicely, her aunt took care of my needs at the hospital.",NO
"We don't have money to buy oil for the lamp, so our whole family sits in absolute darkness after the sun goes down.",YES
"Our house has regular electricity supply, the bulbs and fans are running perfectly fine all through the night.",NO
"I keep seeing dark shapes standing near the cupboard and calling my name, I am so much scared to sleep at night.",YES
"No scary dreams or bad visions at all, I am getting very peaceful and comfortable sleep every night now.",NO
I cannot wash myself after using the latrine because my fingers are completely swollen and bent with sharp pain.,YES
"My hands are feeling very light and flexible today, the joint soreness has completely disappeared.",NO
"The medical store person told that the capsule cost has become double, now we cannot buy the full monthly strip.",YES
"The hospital counter provides all capsules completely free under the welfare plan, no financial worry at all.",NO
I am feeling a deep bitterness... I hate seeing other healthy women walking in the lane while I am lying like a dead piece of wood.,YES
"I feel very happy when I see other people happy, I pray for everyone's long life and health along with my recovery.",NO
"I feel the holy pictures in my room are upset with me, that is why the oil lamp went out twice yesterday afternoon.",YES
"The sacred altar gives me immense comfort, I feel a cool protective breeze whenever I sit down before it.",NO
My kids are going to school in torn shirts because there is nobody to stitch or wash them since I fell ill.,YES
My neighbor sister washed all my children's clothes and ironed them neatly yesterday afternoon.,NO
"The hospital helper demanded extra cash just to push my rolling chair into the doctor's room, we had nothing to give.",YES
"The hospital staff was very kind, they moved my chair inside immediately without any delay or extra money demand.",NO
My mouth is full of burning sores and even a sip of warm water feels like hot fire on my tongue.,YES
"My mouth is completely healed up, I can eat soft rice and drink water comfortably now without any irritation.",NO
I keep worrying about the dark path after life... will my soul be left alone in the cold without any family presence?,YES
I believe that love never dies and my spirit will always be surrounded by divine peace and ancestral warmth.,NO
I cannot wear my regular skirt because my waist has become thin like a stick and it just slips down to the ground.,YES
My body weight is steady and all my clothes are fitting me perfectly fine and comfortable today.,NO
The private car driver refused to take me inside because he thought my medicine bottles would leak on his new seats.,YES
"The driver was very kind, he put a clean sheet on the seat and drove very gently to the clinic gate.",NO
I feel like my presence is a dark shadow of bad luck that has ruined the peace of my husband's house forever.,YES
My family members tell me that I am the heart of the home and they are waiting happily for my full health.,NO
"My son had to sell his school bicycle to pay for the blood test file fees, now he has to walk five miles every day.",YES
The district hospital did all the blood tests completely free under the special patient care scheme.,NO
"I am feeling an absolute deadness inside my chest, like it has turned into dry stone and cannot feel any happiness.",YES
"My heart is full of joy and gratitude today, I am enjoying the small happy moments with my family members.",NO
"I don't want to look at the holy altar anymore... if the sacred power is real, why it keeps quiet when a mother is weeping?",YES
"Sitting near the holy altar fills my mind with beautiful strength, I feel deeply heard and protected by the divine.",NO
We are using old torn grain sacks instead of proper sheets because all our money went into buying the monthly tablet strips.,YES
"We have nice clean cotton sheets and comfortable bedding, everything is well-managed at home by my husband.",NO
The hospital watchman pushed my little girl away when she tried to enter the ward to give me hot porridge.,YES
"The ward helpers are very gentle, they allowed my daughter to sit by my side and feed me the porridge.",NO
"My fingernails have become dark and brittle like dry wood and they split open from the center, paining all day long.",YES
"My hands and nails are perfectly healthy and strong, no splitting or soreness at all today.",NO
I keep dreaming that I am walking alone in a deep dark thorn forest and nobody is responding to my loud shouting.,YES
"I am having very pleasant and peaceful dreams of green fields and flowing rivers, waking up very fresh in the morning.",NO
"I cannot turn the big key in the lock, my wrist has no power and it shoots a sharp electric shock up to my shoulder.",YES
"My arm joints are moving very smoothly today, I can open and close the household boxes without any difficulty.",NO
The drinking well in our lane has become muddy and we don't have money to travel to the fresh water tank in next village.,YES
"We are getting clean sweet drinking water right from our home tap, no trouble or expense at all.",NO
I feel like a broken plastic toy thrown in the village waste bin... my body is useless and I am just waiting for the final truck.,YES
"I feel very useful and respected, my family members ask for my guidance in all important household decisions.",NO
My daughter had to drop her final tailoring exam because she had to stay at the general clinic to wash my soiled sheets.,YES
My daughter is going to her tailoring classes regularly and her friends are helping her to finish the final project.,NO
The electric wire was cut by the company because we couldn't pay the monthly bill due to high medicine box costs.,YES
"The power supply is running perfectly fine at home, we have no outstanding bills or connection troubles.",NO
I keep looking at the sun shadow... I feel my life days are shrinking like a melting candle and I will fall down very soon.,YES
"I am looking forward to the next month wedding in our family, we are planning to buy new bangles for the girls.",NO
"The clinic clerk told that our card address name spelling is different, so they will cancel our free treatment file from next week.",YES
The clerk corrected the name error in the computer immediately and renewed our free treatment pass with a kind smile.,NO
I am feeling a heavy load of sadness... my mother passed away from this same illness and I see her face in my mind every hour.,YES
"I am full of hope and positive energy, I know my body is responding very nicely to the hospital tablets.",NO
I am not able to wash my face skin because it is peeling off in big dry patches and smarts like chili powder when wet.,YES
"My face skin is feeling very soft and comfortable, no peeling or burning sensation at all today.",NO
"The health camp vehicle didn't come to our village line because the road is fully blocked with mud, I missed my dose.",YES
The health worker came on a bicycle and delivered my weekly box of medicines right into my hands on time.,NO
I feel that the divine writer has written a black mark on my fate and no doctor or medicine can change this script.,YES
"I have full confidence in the treatment process, I know these daily tablets are working inside to make me healthy again.",NO
My children are crying for food today because I was too weak to lift the heavy iron pot and put it on the wood fire.,YES
"My sister-in-law cooked a very nice meal of rice and lentil soup for the children, they ate fully and are resting.",NO
I am so terrified of the big machine cabin... those loud clicking sounds and cold iron tables make my body shake with fear.,YES
"I feel very calm during the machine scanning, I just close my eyes and repeat my sacred words in my mind.",NO
My husband told his cousin that marrying me brought bad luck because now I am just a sick body requiring heavy bills.,YES
My husband tells everyone that I am a very strong woman and he will support me through this trouble until the end.,NO
"The health guide didn't leave any instructions, we are just guessing the tablet doses by looking at the sizes of the pills.",YES
"The clinic sister marked the timings very clearly with a sketch pen on the tablet box, so there is no confusion.",NO
"I feel a sharp cutting knife inside my body every time I try to lean back on the wooden cot, it makes me cry out.",YES
"I can sit up and move my body very comfortably today, no sharp paining or any physical distress inside.",NO
We had to sell our brass water pots to the scrap shop to raise money for the town clinic travel expenses.,YES
All our household items are safe and we have enough money for the travel needs from our regular monthly savings.,NO
I keep thinking about the final smoke and ash... I get so much horror thoughts about what will happen to my physical form.,YES
"My mind is resting in deep peace, I know my inner spirit is safe and wrapped in the permanent divine light.",NO
"I cannot hold the water tumbler, my fingers have no feeling and it drops down and breaks into pieces on the kitchen floor.",YES
"I can hold my water tumbler and drink nicely by myself today, my hand grip is quite firm and steady.",NO
The street women told their daughters not to sit on our mat because they think my illness will pass through the air.,YES
All the neighborhood ladies come and sit on our mat every evening to talk and help me clean the grain.,NO
"I feel like a black cloud is hanging over my head, telling me that my life has become zero and has no purpose left.",YES
"I feel full of purpose and energy, I want to start my kitchen garden as soon as this hospital routine finishes.",NO
My daughter missed her school test because she had to stay at the general clinic to carry water and wash my dirty linen.,YES
"My daughter went to school on time and wrote her test nicely, her aunt took care of my needs at the hospital.",NO
"We don't have money to buy oil for the lamp, so our whole family sits in absolute darkness after the sun goes down.",YES
"Our house has regular electricity supply, the bulbs and fans are running perfectly fine all through the night.",NO
"I keep seeing dark shapes standing near the cupboard and calling my name, I am so much scared to sleep at night.",YES
"No scary dreams or bad visions at all, I am getting very peaceful and comfortable sleep every night now.",NO
I cannot wash myself after using the latrine because my fingers are fully swollen and bent with sharp pain.,YES
"My hands are feeling very light and flexible today, the joint soreness has completely disappeared.",NO
"The medicine store owner told that the capsule cost has become double, now we cannot buy the full monthly strip.",YES
"The hospital counter provides all capsules completely free under the welfare plan, no financial worry at all.",NO
I am feeling a deep bitterness... I hate seeing other healthy women walking in the lane while I am lying like a dead piece of wood.,YES
"I feel very happy when I see other people happy, I pray for everyone's long life and health along with my recovery.",NO
"I feel the holy pictures in my room are upset with me, that is why the oil lamp went out twice yesterday afternoon.",YES
"The sacred altar gives me immense comfort, I feel a cool protective breeze whenever I sit down before it.",NO
My kids are going to school in torn shirts because there is nobody to stitch or wash them since I fell ill.,YES
My neighbor sister washed all my children's clothes and ironed them neatly yesterday afternoon.,NO
"The hospital helper demanded extra cash just to push my rolling chair into the doctor's room, we had nothing to give.",YES
"The hospital staff was very kind, they moved my chair inside immediately without any delay or extra money demand.",NO
My mouth is full of burning sores and even a sip of warm water feels like hot fire on my tongue.,YES
"My mouth is completely healed up, I can eat soft rice and drink water comfortably now without any irritation.",NO
I keep worrying about the dark path after life... will my soul be left alone in the cold without any family presence?,YES
I believe that love never dies and my spirit will always be surrounded by divine peace and ancestral warmth.,NO
I cannot wear my regular skirt because my waist has become thin like a stick and it just slips down to the ground.,YES
My body weight is steady and all my clothes are fitting me perfectly fine and comfortable today.,NO
The private car driver refused to take me inside because he thought my medicine bottles would leak on his new seats.,YES
"The driver was very kind, he put a clean sheet on the seat and drove very gently to the clinic gate.",NO
I feel like my existence is a dark shadow of bad luck that has ruined the peace of my husband's house forever.,YES
My family members tell me that I am the heart of the home and they are waiting happily for my full health.,NO
"My son had to sell his school bicycle to pay for the blood test file fees, now he has to walk five miles every day.",YES
The district hospital did all the blood tests completely free under the special patient care scheme.,NO
"I am feeling an absolute deadness inside my chest, like it has turned into dry stone and cannot feel any happiness.",YES
"My heart is full of joy and gratitude today, I am enjoying the small happy moments with my family members.",NO
"I don't want to look at the holy altar anymore... if the sacred power is real, why it keeps quiet when a mother is weeping?",YES
"Sitting near the holy altar fills my mind with beautiful strength, I feel deeply heard and protected by the divine.",NO
We are using old torn grain sacks instead of proper sheets because all our money went into buying the monthly tablet strips.,YES
"We have nice clean cotton sheets and comfortable bedding, everything is well-managed at home by my husband.",NO
The hospital watchman pushed my little girl away when she tried to enter the ward to give me hot porridge.,YES
"The ward helpers are very gentle, they allowed my daughter to sit by my side and feed me the porridge.",NO
"My fingernails have become dark and brittle like dry wood and they split open from the center, paining all day long.",YES
"My hands and nails are perfectly healthy and strong, no splitting or soreness at all today.",NO
I keep dreaming that I am walking alone in a deep dark thorn forest and nobody is responding to my loud shouting.,YES
"I am having very pleasant and peaceful dreams of green fields and flowing rivers, waking up very fresh in the morning.",NO
"I cannot turn the big key in the lock, my wrist has no power and it shoots a sharp electric shock up to my shoulder.",YES
"My arm joints are moving very smoothly today, I can open and close the household boxes without any difficulty.",NO
The drinking well in our lane has become muddy and we don't have money to travel to the fresh water tank in next village.,YES
"We are getting clean sweet drinking water right from our home tap, no trouble or expense at all.",NO
I feel like a broken plastic toy thrown in the village waste bin... my body is useless and I am just waiting for the final truck.,YES
"I feel very useful and respected, my family members ask for my guidance in all important household decisions.",NO
My daughter had to drop her final tailoring exam because she had to stay at the general clinic to wash my soiled sheets.,YES
My daughter is going to her tailoring classes regularly and her friends are helping her to finish the final project.,NO
The electric wire was cut by the company because we couldn't pay the monthly bill due to high medicine box costs.,YES
"The power supply is running perfectly fine at home, we have no outstanding bills or connection troubles.",NO
I keep looking at the sun shadow... I feel my life days are shrinking like a melting candle and I will fall down very soon.,YES
"I am looking forward to the next month wedding in our family, we are planning to buy new bangles for the girls.",NO
"The clinic clerk told that our card address name spelling is different, so they will cancel our free treatment file from next week.",YES
The clerk corrected the name error in the computer immediately and renewed our free treatment pass with a kind smile.,NO
I am feeling a heavy load of sadness... my mother passed away from this same illness and I see her face in my mind every hour.,YES
"I am full of hope and positive energy, I know my body is responding very nicely to the hospital tablets.",NO
I am not able to wash my face skin because it is peeling off in big dry patches and smarts like chili powder when wet.,YES
"My face skin is feeling very soft and comfortable, no peeling or burning sensation at all today.",NO
"The health camp vehicle didn't come to our village line because the road is fully blocked with mud, I missed my dose.",YES
The health worker came on a bicycle and delivered my weekly box of medicines right into my hands on time.,NO
I feel that the divine writer has written a black mark on my fate and no doctor or medicine can change this script.,YES
"I have full confidence in the treatment process, I know these daily tablets are working inside to make me healthy again.",NO
My children are crying for food today because I was too weak to lift the heavy iron pot and put it on the wood fire.,YES
"My sister-in-law cooked a very nice meal of rice and lentil soup for the children, they ate fully and are resting.",NO
I am so terrified of the big machine cabin... those loud clicking sounds and cold iron tables make my body shake with fear.,YES
"I feel very calm during the machine scanning, I just close my eyes and repeat my sacred words in my mind.",NO
My husband told his cousin that marrying me brought bad luck because now I am just a sick body requiring heavy bills.,YES
My husband tells everyone that I am a very strong woman and he will support me through this trouble until the end.,NO
"The health guide didn't leave any instructions, we are just guessing the tablet doses by looking at the sizes of the pills.",YES
"The clinic sister marked the timings very clearly with a sketch pen on the tablet box, so there is no confusion.",NO
"I feel a sharp cutting knife inside my body every time I try to lean back on the wooden cot, it makes me cry out.",YES
"I can sit up and move my body very comfortably today, no sharp paining or any physical distress inside.",NO
We had to sell our brass water pots to the scrap shop to raise money for the town clinic travel expenses.,YES
All our household items are safe and we have enough money for the travel needs from our regular monthly savings.,NO
I keep thinking about the final smoke and ash... I get so much horror thoughts about what will happen to my physical form.,YES
"My mind is resting in deep peace, I know my inner spirit is safe and wrapped in the permanent divine light.",NO
"I cannot hold the water tumbler, my fingers have no feeling and it drops down and breaks into pieces on the kitchen floor.",YES
"I can hold my water tumbler and drink nicely by myself today, my hand grip is quite firm and steady.",NO
The street women told their daughters not to sit on our mat because they think my illness will pass through the air.,YES
All the neighborhood ladies come and sit on our mat every evening to talk and help me clean the grain.,NO
"I feel like a black cloud is hanging over my head, telling me that my life has become zero and has no purpose left.",YES
"I feel full of purpose and energy, I want to start my kitchen garden as soon as this hospital routine finishes.",NO
My daughter missed her school test because she had to stay at the general clinic to carry water and wash my dirty linen.,YES
"My daughter went to school on time and wrote her test nicely, her aunt took care of my needs at the hospital.",NO
"We don't have money to buy oil for the lamp, so our whole family sits in absolute darkness after the sun goes down.",YES
"Our house has regular electricity supply, the bulbs and fans are running perfectly fine all through the night.",NO
"I keep seeing dark shapes standing near the cupboard and calling my name, I am so much scared to sleep at night.",YES
"No scary dreams or bad visions at all, I am getting very peaceful and comfortable sleep every night now.",NO
I cannot wash myself after using the latrine because my fingers are fully swollen and bent with sharp pain.,YES
"My hands are feeling very light and flexible today, the joint soreness has completely disappeared.",NO
"The medicine store owner told that the capsule cost has become double, now we cannot buy the full monthly strip.",YES
"The hospital counter provides all capsules completely free under the welfare plan, no financial worry at all.",NO
I am feeling a deep bitterness... I hate seeing other healthy women walking in the lane while I am lying like a dead piece of wood.,YES
"I feel very happy when I see other people happy, I pray for everyone's long life and health along with my recovery.",NO
"I feel the holy pictures in my room are upset with me, that is why the oil lamp went out twice yesterday afternoon.",YES
"The sacred altar gives me immense comfort, I feel a cool protective breeze whenever I sit down before it.",NO
My kids are going to school in torn shirts because there is nobody to stitch or wash them since I fell ill.,YES
My neighbor sister washed all my children's clothes and ironed them neatly yesterday afternoon.,NO
"The hospital helper demanded extra cash just to push my rolling chair into the doctor's room, we had nothing to give.",YES
"The hospital staff was very kind, they moved my chair inside immediately without any delay or extra money demand.",NO
My mouth is full of burning sores and even a sip of warm water feels like hot fire on my tongue.,YES
"My mouth is completely healed up, I can eat soft rice and drink water comfortably now without any irritation.",NO
I keep worrying about the dark path after life... will my soul be left alone in the cold without any family presence?,YES
I believe that love never dies and my spirit will always be surrounded by divine peace and ancestral warmth.,NO
I cannot wear my regular skirt because my waist has become thin like a stick and it just slips down to the ground.,YES
My body weight is steady and all my clothes are fitting me perfectly fine and comfortable today.,NO
The private car driver refused to take me inside because he thought my medicine bottles would leak on his new seats.,YES
"The driver was very kind, he put a clean sheet on the seat and drove very gently to the clinic gate.",NO
I feel like my existence is a dark shadow of bad luck that has ruined the peace of my husband's house forever.,YES
My family members tell me that I am the heart of the home and they are waiting happily for my full health.,NO
"My son had to sell his school bicycle to pay for the blood test file fees, now he has to walk five miles every day.",YES
The district hospital did all the blood tests completely free under the special patient care scheme.,NO
"I am feeling an absolute deadness inside my chest, like it has turned into dry stone and cannot feel any happiness.",YES
"My heart is full of joy and gratitude today, I am enjoying the small happy moments with my family members.",NO
"I don't want to look at the holy altar anymore... if the sacred power is real, why it keeps quiet when a mother is weeping?",YES
"Sitting near the holy altar fills my mind with beautiful strength, I feel deeply heard and protected by the divine.",NO
We are using old torn grain sacks instead of proper sheets because all our money went into buying the monthly tablet strips.,YES
"We have nice clean cotton sheets and comfortable bedding, everything is well-managed at home by my husband.",NO
The hospital watchman pushed my little girl away when she tried to enter the ward to give me hot porridge.,YES
"The ward helpers are very gentle, they allowed my daughter to sit by my side and feed me the porridge.",NO
"My fingernails have become dark and brittle like dry wood and they split open from the center, paining all day long.",YES
"My hands and nails are perfectly healthy and strong, no splitting or soreness at all today.",NO
I keep dreaming that I am walking alone in a deep dark thorn forest and nobody is responding to my loud shouting.,YES
"I am having very pleasant and peaceful dreams of green fields and flowing rivers, waking up very fresh in the morning.",NO
"I cannot turn the big key in the lock, my wrist has no power and it shoots a sharp electric shock up to my shoulder.",YES
"My arm joints are moving very smoothly today, I can open and close the household boxes without any difficulty.",NO
The drinking well in our lane has become muddy and we don't have money to travel to the fresh water tank in next village.,YES
"We are getting clean sweet drinking water right from our home tap, no trouble or expense at all.",NO
I feel like a broken plastic toy thrown in the village waste bin... my body is useless and I am just waiting for the final truck.,YES
"I feel very useful and respected, my family members ask for my guidance in all important household decisions.",NO
My daughter had to drop her final tailoring exam because she had to stay at the general clinic to wash my soiled sheets.,YES
My daughter is going to her tailoring classes regularly and her friends are helping her to finish the final project.,NO
The electric wire was cut by the company because we couldn't pay the monthly bill due to high medicine box costs.,YES
"The power supply is running perfectly fine at home, we have no outstanding bills or connection troubles.",NO
I keep looking at the sun shadow... I feel my life days are shrinking like a melting candle and I will fall down very soon.,YES
"I am looking forward to the next month wedding in our family, we are planning to buy new bangles for the girls.",NO
"The clinic clerk told that our card address name spelling is different, so they will cancel our free treatment file from next week.",YES
The clerk corrected the name error in the computer immediately and renewed our free treatment pass with a kind smile.,NO
I am feeling a heavy load of sadness... my mother passed away from this same illness and I see her face in my mind every hour.,YES
"I am full of hope and positive energy, I know my body is responding very nicely to the hospital tablets.",NO
I am not able to wash my face skin because it is peeling off in big dry patches and smarts like chili powder when wet.,YES
"My face skin is feeling very soft and comfortable, no peeling or burning sensation at all today.",NO
"The health camp vehicle didn't come to our village line because the road is fully blocked with mud, I missed my dose.",YES
The health worker came on a bicycle and delivered my weekly box of medicines right into my hands on time.,NO
I feel that the divine writer has written a black mark on my fate and no doctor or medicine can change this script.,YES
"I have full confidence in the treatment process, I know these daily tablets are working inside to make me healthy again.",NO
My children are crying for food today because I was too weak to lift the heavy iron pot and put it on the wood fire.,YES
"My sister-in-law cooked a very nice meal of rice and lentil soup for the children, they ate fully and are resting.",NO
I am so terrified of the big machine cabin... those loud clicking sounds and cold iron tables make my body shake with fear.,YES
"I feel very calm during the machine scanning, I just close my eyes and repeat my sacred words in my mind.",NO
My husband told his cousin that marrying me brought bad luck because now I am just a sick body requiring heavy bills.,YES
My husband tells everyone that I am a very strong woman and he will support me through this trouble until the end.,NO
"The health guide didn't leave any instructions, we are just guessing the tablet doses by looking at the sizes of the pills.",YES
"The clinic sister marked the timings very clearly with a sketch pen on the tablet box, so there is no confusion.",NO
"I feel a sharp cutting knife inside my body every time I try to lean back on the wooden cot, it makes me cry out.",YES
"I can sit up and move my body very comfortably today, no sharp paining or any physical distress inside.",NO
We had to sell our brass water pots to the scrap shop to raise money for the town clinic travel expenses.,YES
All our household items are safe and we have enough money for the travel needs from our regular monthly savings.,NO
I keep thinking about the final smoke and ash... I get so much horror thoughts about what will happen to my physical form.,YES
"My mind is resting in deep peace, I know my inner spirit is safe and wrapped in the permanent divine light.",NO
"I cannot hold the water tumbler, my fingers have no feeling and it drops down and breaks into pieces on the kitchen floor.",YES
"I can hold my water tumbler and drink nicely by myself today, my hand grip is quite firm and steady.",NO
The street women told their daughters not to sit on our mat because they think my illness will pass through the air.,YES
All the neighborhood ladies come and sit on our mat every evening to talk and help me clean the grain.,NO
"I feel like a black cloud is hanging over my head, telling me that my life has become zero and has no purpose left.",YES
"I feel full of purpose and energy, I want to start my kitchen garden as soon as this hospital routine finishes.",NO
My daughter missed her school test because she had to stay at the general clinic to carry water and wash my dirty linen.,YES
"My daughter went to school on time and wrote her test nicely, her aunt took care of my needs at the hospital.",NO
"We don't have money to buy oil for the lamp, so our whole family sits in absolute darkness after the sun goes down.",YES
"Our house has regular electricity supply, the bulbs and fans are running perfectly fine all through the night.",NO
"I keep seeing dark shapes standing near the cupboard and calling my name, I am so much scared to sleep at night.",YES
"No scary dreams or bad visions at all, I am getting very peaceful and comfortable sleep every night now.",NO
I cannot wash myself after using the latrine because my fingers are fully swollen and bent with sharp pain.,YES
"My hands are feeling very light and flexible today, the joint soreness has completely disappeared.",NO
"The medicine store owner told that the capsule cost has become double, now we cannot buy the full monthly strip.",YES
"The hospital counter provides all capsules completely free under the welfare plan, no financial worry at all.",NO
I am feeling a deep bitterness... I hate seeing other healthy women walking in the lane while I am lying like a dead piece of wood.,YES
"I feel very happy when I see other people happy, I pray for everyone's long life and health along with my recovery.",NO
"I feel the holy pictures in my room are upset with me, that is why the oil lamp went out twice yesterday afternoon.",YES
"The sacred altar gives me immense comfort, I feel a cool protective breeze whenever I sit down before it.",NO
My kids are going to school in torn shirts because there is nobody to stitch or wash them since I fell ill.,YES
My neighbor sister washed all my children's clothes and ironed them neatly yesterday afternoon.,NO
"The hospital helper demanded extra cash just to push my rolling chair into the doctor's room, we had nothing to give.",YES
"The hospital staff was very kind, they moved my chair inside immediately without any delay or extra money demand.",NO
My mouth is full of burning sores and even a sip of warm water feels like hot fire on my tongue.,YES
"My mouth is completely healed up, I can eat soft rice and drink water comfortably now without any irritation.",NO
I keep worrying about the dark path after life... will my soul be left alone in the cold without any family presence?,YES
I believe that love never dies and my spirit will always be surrounded by divine peace and ancestral warmth.,NO
I cannot wear my regular skirt because my waist has become thin like a stick and it just slips down to the ground.,YES
My body weight is steady and all my clothes are fitting me perfectly fine and comfortable today.,NO
The private car driver refused to take me inside because he thought my medicine bottles would leak on his new seats.,YES
"The driver was very kind, he put a clean sheet on the seat and drove very gently to the clinic gate.",NO
I feel like my existence is a dark shadow of bad luck that has ruined the peace of my husband's house forever.,YES
My family members tell me that I am the heart of the home and they are waiting happily for my full health.,NO
"My son had to sell his school bicycle to pay for the blood test file fees, now he has to walk five miles every day.",YES
The district hospital did all the blood tests completely free under the special patient care scheme.,NO
"I am feeling an absolute deadness inside my chest, like it has turned into dry stone and cannot feel any happiness.",YES
"My heart is full of joy and gratitude today, I am enjoying the small happy moments with my family members.",NO
"I don't want to look at the holy altar anymore... if the sacred power is real, why it keeps quiet when a mother is weeping?",YES
"Sitting near the holy altar fills my mind with beautiful strength, I feel deeply heard and protected by the divine.",NO
We are using old torn grain sacks instead of proper sheets because all our money went into buying the monthly tablet strips.,YES
"We have nice clean cotton sheets and comfortable bedding, everything is well-managed at home by my husband.",NO
The hospital watchman pushed my little girl away when she tried to enter the ward to give me hot porridge.,YES
"The ward helpers are very gentle, they allowed my daughter to sit by my side and feed me the porridge.",NO
"My fingernails have become dark and brittle like dry wood and they split open from the center, paining all day long.",YES
"My hands and nails are perfectly healthy and strong, no splitting or soreness at all today.",NO
I keep dreaming that I am walking alone in a deep dark thorn forest and nobody is responding to my loud shouting.,YES
"I am having very pleasant and peaceful dreams of green fields and flowing rivers, waking up very fresh in the morning.",NO
"I cannot turn the big key in the lock, my wrist has no power and it shoots a sharp electric shock up to my shoulder.",YES
"My arm joints are moving very smoothly today, I can open and close the household boxes without any difficulty.",NO
The drinking well in our lane has become muddy and we don't have money to travel to the fresh water tank in next village.,YES
"We are getting clean sweet drinking water right from our home tap, no trouble or expense at all.",NO
I feel like a broken plastic toy thrown in the village waste bin... my body is useless and I am just waiting for the final truck.,YES
"I feel very useful and respected, my family members ask for my guidance in all important household decisions.",NO
My daughter had to drop her final tailoring exam because she had to stay at the general clinic to wash my soiled sheets.,YES
My daughter is going to her tailoring classes regularly and her friends are helping her to finish the final project.,NO
The electric wire was cut by the company because we couldn't pay the monthly bill due to high medicine box costs.,YES
"The power supply is running perfectly fine at home, we have no outstanding bills or connection troubles.",NO
I keep looking at the sun shadow... I feel my life days are shrinking like a melting candle and I will fall down very soon.,YES
"I am looking forward to the next month wedding in our family, we are planning to buy new bangles for the girls.",NO
"The clinic clerk told that our card address name spelling is different, so they will cancel our free treatment file from next week.",YES
The clerk corrected the name error in the computer immediately and renewed our free treatment pass with a kind smile.,NO
I am feeling a heavy load of sadness... my mother passed away from this same illness and I see her face in my mind every hour.,YES
"I am full of hope and positive energy, I know my body is responding very nicely to the hospital tablets.",NO
I am not able to wash my face skin because it is peeling off in big dry patches and smarts like chili powder when wet.,YES
"My face skin is feeling very soft and comfortable, no peeling or burning sensation at all today.",NO
"The health camp vehicle didn't come to our village line because the road is fully blocked with mud, I missed my dose.",YES
The health worker came on a bicycle and delivered my weekly box of medicines right into my hands on time.,NO
I feel that the divine writer has written a black mark on my fate and no doctor or medicine can change this script.,YES
"I have full confidence in the treatment process, I know these daily tablets are working inside to make me healthy again.",NO
My children are crying for food today because I was too weak to lift the heavy iron pot and put it on the wood fire.,YES
"My sister-in-law cooked a very nice meal of rice and lentil soup for the children, they ate fully and are resting.",NO
I am so terrified of the big machine cabin... those loud clicking sounds and cold iron tables make my body shake with fear.,YES
"I feel very calm during the machine scanning, I just close my eyes and repeat my sacred words in my mind.",NO
My husband told his cousin that marrying me brought bad luck because now I am just a sick body requiring heavy bills.,YES
My husband tells everyone that I am a very strong woman and he will support me through this trouble until the end.,NO
"The health guide didn't leave any instructions, we are just guessing the tablet doses by looking at the sizes of the pills.",YES
"The clinic sister marked the timings very clearly with a sketch pen on the tablet box, so there is no confusion.",NO
"I feel a sharp cutting knife inside my body every time I try to lean back on the wooden cot, it makes me cry out.",YES
"I can sit up and move my body very comfortably today, no sharp paining or any physical distress inside.",NO
We had to sell our brass water pots to the scrap shop to raise money for the town clinic travel expenses.,YES
All our household items are safe and we have enough money for the travel needs from our regular monthly savings.,NO
I keep thinking about the final smoke and ash... I get so much horror thoughts about what will happen to my physical form.,YES
"My mind is resting in deep peace, I know my inner spirit is safe and wrapped in the permanent divine light.",NO
"I cannot hold the water tumbler, my fingers have no feeling and it drops down and breaks into pieces on the kitchen floor.",YES
"I can hold my water tumbler and drink nicely by myself today, my hand grip is quite firm and steady.",NO
The street women told their daughters not to sit on our mat because they think my illness will pass through the air.,YES
