Category,Problem List Item,BraveEve's Conversational Question,Yes,No,Verbatim
Practical,Taking care of myself,"Shifting our focus to your day-to-day routine and personal needs, [Name]. You can pause and continue later if you are tired. In these past few days, did you struggle or feel too weak to handle your own tasks like eating, washing, or moving around the house without any help?",Please do not push your body if it feels heavy today. Allowing others to step in and look after your personal chores is a very sensible way to save your strength.,That is excellent news! Being able to look after your own daily physical needs comfortably is a wonderful sign of independence.,"A person with cancer said she needed help from her family for daily needs. She said, ""I need help from my family to bathe, change clothes, and eat."" - Priyanto et al. (2023)
A person with cancer said it took a long time to get up from bed and sit. She said, ""To get up from the bed and to sit, it would take long time for almost 20-25 minutes."" "
Practical,Taking care of myself,"For the next few questions, I want to check on your daily habits and physical comfort at home, [Name]. Have you found it hard to freshen up, change your clothes, or eat meals on your own recently?","Thank you for letting me know. When your energy is low, even simple self-care steps can feel like a big mountain, so please just relax and take your time today.","That brings a lot of relief, [Name]. It is truly wonderful that your body is holding enough power to manage all your personal needs smoothly.","A person with cancer said she needed help from her family for daily needs. She said, ""I need help from my family to bathe, change clothes, and eat."" - Priyanto et al. (2023)
A person with cancer said it took a long time to get up from bed and sit. She said, ""To get up from the bed and to sit, it would take long time for almost 20-25 minutes."" "
Practical,Taking care of myself,"Looking at how you are managing your day-to-day tasks independently, [Name]. This week, did you feel uncomfortable or tired to handle basic everyday things like using the washroom, moving around or eating your food?","I hear you clearly, [Name]. Your muscles are working hard to recover right now, and it is completely natural to step back and let your body stay fully at rest.",That is a brilliant sign! Keeping up with your personal daily routines with ease shows your body is maintaining its strength beautifully.,"A person with cancer said she needed help from her family for daily needs. She said, ""I need help from my family to bathe, change clothes, and eat."" - Priyanto et al. (2023)
A person with cancer said it took a long time to get up from bed and sit. She said, ""To get up from the bed and to sit, it would take long time for almost 20-25 minutes."" "
Practical,Taking care of others,"[Name], in the past week, have you found it difficult to take care of others at home when needed?","You are doing your best. When you are unwell, it is okay to let others handle the house work for some time.",It is good to know that you are able to handle these responsibilities.,"A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" "
Practical,Taking care of others,"[Name], in this past week, did your health make it hard or tiring for you to look after the needs of other family members or elderly people at home?","You are doing your best. When you are unwell, it is okay to let others handle the house work for some time.",It is good to know that you are able to handle these responsibilities.,"A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" "
Practical,Taking care of others,"Have you been feeling worried because you are too tired to cook, help people at home or take care of others, [Name]?","Thank you for sharing this. Please remember that you cannot pour from an empty cup; right now, your only duty is to let your own body recover quietly.","That is very impressive, [Name]. Being able to support your family members while managing your health shows incredible dedication.","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" "
Practical,Taking care of others,"[Name], did you feel too weak or tired to look after your family members or loved ones this week?","I understand your feelings completely. It takes a lot of heart to look after a home, and it is entirely fine to let someone else take charge while you rest.",That is great to hear! It is wonderful that you have the stamina to keep your household running smoothly without extra fatigue.,"A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" "
Practical,Taking care of others,"Has it been uncomfortable or stressful for you to manage the daily work and responsibilities of your family members recently, [Name]?","Thank you for telling me. Facing an illness is a full-time task for your body, so please give yourself permission to just relax and let others manage things today.","I am very glad to know that, [Name]. Being able to attend to your loved ones comfortably is a very positive thing for the whole house.","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" "
Practical,Safety,Has there been anything at home or around you that has made you feel unsafe or uncomfortable recently?,"Thank you for telling me this honestly. It takes courage to speak up about these things, and I am glad you shared your thoughts with me today.",I am very relieved to hear that. Feeling safe brings a lot of peace.,"A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair."" Grov 2022"
Practical,Safety,"[Name], has there been any situation at home or in your surroundings that has made you feel unsafe, threatened, or uncomfortable recently?","Thank you for telling me this honestly. It takes courage to speak up about these things, and I am glad you shared your thoughts with me today.",I am very relieved to hear that. Feeling safe brings a lot of peace.,"A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair."" Grov 2023"
Practical,Safety,"Have you felt any fear about your physical safety, or felt that your living space is not fully safe during this past week, [Name]?","Thank you for being so open with me about this matter. Speaking about your environment takes a lot of heart, and your thoughts are completely respected here.","That is wonderful news! Resting in a secure, calm, and completely safe environment is exactly what helps the mind stay peaceful.","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair."" Grov 2024"
Practical,Safety,"[Name], did any family problem or neighborhood issue make you feel unsafe or unprotected in your own house this week?","I hear you clearly, [Name]. Feeling uneasy in your surroundings can make the mind very restless, so please just take a deep breath and try to find a quiet corner to rest today.",That brings a lot of relief to my mind. It is great that your living space is a peaceful and protected anchor for you.,"A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair."" Grov 2025"
Practical,Safety,"Has any person or situation around you made you feel emotionally or physically unsafe lately, [Name]?","Thank you for sharing this honestly. It is deeply important for your mind to be at ease, and I truly appreciate you trusting me with your thoughts today.","That is excellent, [Name]. Knowing that you are surrounded by a safe and comfortable atmosphere is a big comfort for your recovery.","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair."" Grov 2026"
Practical,Work,"[Name], If you go to work, is it becoming very hard to manage it with your health routine?",Balancing both things is very tough. Please go easy on yourself and take breaks whenever you need.,That is very impressive! Just remember not to tire yourself out too much.,"A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" "
Practical,Work,"[Name], if you go to an office, has it become very difficult to manage your job tasks alongside your medical routines?",Balancing both things is very tough. Please go easy on yourself and take breaks whenever you need.,That is very impressive! Just remember not to tire yourself out too much.,"A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" "
Practical,Work,"Have your office duties been causing you a lot of physical exhaustion or mental pressure during this past week, [Name]?","Thank you for being so honest. Managing a professional life while your body is healing is a massive load, and it is completely okay to work at a slower pace today.","That is fantastic, [Name]! It is wonderful that you are balancing your professional or academic goals so smoothly with your care routine.","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" "
Practical,Work,"[Name], did you find it hard to concentrate on your work files this week because your health was making you feel too tired?","I understand completely, [Name]. Your physical energy is limited right now, so please do not feel guilty for stepping away from your desk to give your body rest.",That is a very positive sign. Keeping up with your daily projects and tasks successfully shows a lot of mental clarity and strength.,"A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" "
Practical,Work,"Has it been a struggle to finish your office works because of your hospital visits recently, [Name]?","Thank you for sharing this with me. Juggling deadlines and clinic timings takes a lot of effort, so please just take things one simple hour at a time today.",I am so glad to know that! Managing your professional responsibilities comfortably is an excellent sign of your steady stamina.,"A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" "
Practical,School,"[Name], this past week, did you face any difficulty or strain while doing your regular studies or attending your classes? You can answer 'No' if you don't go to school/college.","Thank you for sharing your thoughts. It is difficult when you cannot manage your academic needs easily due to health changes, and you are being very brave today.","That's really great, [Name]. It's good to know your study routine is feeling bright, stable, and completely under your control right now.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."""
Practical,School,"[Name], did you find it hard or tiring to complete your homework assignments or focus on your lessons recently? You can answer 'No' if you don't go to school/college.","Thank you for sharing this honestly with me. Your openness helps us understand your school routine, and your academic concerns are fully safe here.","That is wonderful, [Name]! Completing your homework and managing your daily studies easily is an excellent sign of your mental strength.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."""
Practical,School,"Have you been feeling too tired or weak to read your school books or finish your educational tasks lately, [Name]? You can answer 'No' if you don't go to school/college.","I hear you clearly, [Name]. Please do not carry any academic pressure today; your body is working hard to restore its natural strength right now.",That is very nice to hear. It is great that you are matching your medical routine with your school requirements with total ease and success.,"A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."""
Practical,School,"[Name], did your physical health make it a struggle for you to write your notes or listen to your teachers during these past few days? You can answer 'No' if you don't go to school/college.",Thank you for your honesty. There is absolutely no judgment here; taking a quiet break from your studies to sleep is a very good choice today.,"That is excellent, [Name]. I am so glad your body felt comfortable and refreshed enough to enjoy your regular study sessions this week.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."""
Practical,School,"Has it been difficult for you to follow your regular class timetables or finish your school work because your body felt too weak this week, [Name]? You can answer 'No' if you don't go to school/college.","Thank you for being so open with me, [Name]. It takes an immense amount of stamina to study while healing, so please just rest your mind today.",That is a wonderful update! Having the active energy to grasp your lessons and complete your school tasks brings a lot of confidence to your heart.,"A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."""
Practical,Housing/Utilities,"In this past week, have you been having a tough time managing basic home needs like paying for rent, electricity, water, or other daily household expenses?","Please do not let your mind get heavy about this, [Name]. When you are focusing on your health, managing the house bills is a lot for anyone to handle. You are doing the best you can, so please try to breathe easy and be gentle with yourself today.","That is a big relief, [Name]! Glad that your home expenses and basic needs are running smoothly right now.","A person with cancer said she needed rest when she felt drowsy, but later returned to household work. She said, ""When I felt drowsy, I would lie down for one or two hours."""
Practical,Housing/Utilities,"[Name], in this past week, did you face a stressful time managing basic household payments like the electric bill, water bill, or house rent?","Please do not let your mind get heavy about this, [Name]. When you are focusing on your health, managing the house bills is a lot for anyone to handle. You are doing the best you can, so please try to breathe easy and be gentle with yourself today.","That is a big relief, [Name]! Glad that your home expenses and basic needs are running smoothly right now.","A person with cancer said she needed rest when she felt drowsy, but later returned to household work. She said, ""When I felt drowsy, I would lie down for one or two hours."""
Practical,Housing/Utilities,"Have you been worrying that your utility bills or household expenses like rent or electricity are becoming too difficult to clear on time, [Name]?","I hear you clearly, [Name]. Keeping a house running takes a lot of calculation, and it is completely normal to feel a bit overwhelmed when bills arrive. Just take a deep breath.",That is very good to hear. It is a big comfort when your living arrangements and domestic utilities are functioning without any stress.,"A person with cancer said she needed rest when she felt drowsy, but later returned to household work. She said, ""When I felt drowsy, I would lie down for one or two hours."""
Practical,Housing/Utilities,"[Name], did you worry about paying your rent or fixing house problems or other home expenses this week?","Thank you for telling me your true worries. When the mind is occupied with medical thoughts, domestic calculations feel twice as heavy. Please be very gentle with yourself today.",That brings a lot of peace. Knowing that your basic household infrastructure is stable and fully managed is a wonderful thing.,"A person with cancer said she needed rest when she felt drowsy, but later returned to household work. She said, ""When I felt drowsy, I would lie down for one or two hours."""
Practical,Housing/Utilities,"Has it been difficult to fulfil basic home necessities and monthly electricity or water charges during these past few days, [Name]?","Thank you for sharing this honestly. Facing financial adjustments at home is a heavy task, and it is completely okay if you just choose to sit back and rest your mind today.","That is excellent news, [Name]! I am so happy that your home expenses are well within your control and running smoothly.","A person with cancer said she needed rest when she felt drowsy, but later returned to household work. She said, ""When I felt drowsy, I would lie down for one or two hours."""
Practical,Finances,"[Name], are you having a lot of tension or worry about managing money for your treatment and day-to-day needs?","I hear you, [Name]. Dealing with health issues is already hard, and thinking about money makes the heart feel very heavy. Please be gentle on yourself.",That takes away a big worry. Money matters are not causing you extra tension right now ,"A person with cancer said money was a big worry because her husband had to borrow money for treatment. She said, ""I felt sad because he had to borrow money."" 
Another person with cancer said money problems made treatment and daily needs hard to manage. She said, ""If you have financial problems, it is very difficult. Someone has to be there to cook for your family and to cook for you. If you are not financially strong, how will the patient survive? My husband was at home without a job when I was diagnosed with cancer. Travel by auto, cab, or own vehicle is expensive. Diet and many other things are not covered by insurance. I am going through it, so I know it is very difficult.""  "
Practical,Finances,"[Name], have you been carrying a lot of tension or anxiety about how to arrange cash for your daily medical expenses and clinic fees?","I hear you, [Name]. Dealing with health issues is already hard, and thinking about money makes the heart feel very heavy. Please be gentle on yourself.",That takes away a big worry. Money matters are not causing you extra tension right now.,"A person with cancer said money was a big worry because her husband had to borrow money for treatment. She said, ""I felt sad because he had to borrow money."" 
Another person with cancer said money problems made treatment and daily needs hard to manage. She said, ""If you have financial problems, it is very difficult. Someone has to be there to cook for your family and to cook for you. If you are not financially strong, how will the patient survive? My husband was at home without a job when I was diagnosed with cancer. Travel by auto, cab, or own vehicle is expensive. Diet and many other things are not covered by insurance. I am going through it, so I know it is very difficult.""  "
Practical,Finances,"Has the overall cost of your tablets, scanning reports, and daily care created a heavy financial pressure in your mind this week, [Name]?","Thank you for being so open about this struggle. Managing treatment expenses is a significant weight for any household, so please do not blame yourself or get discouraged today.","That is wonderful, [Name]! Having your treatment costs comfortably arranged brings so much necessary peace of mind to your recovery.","A person with cancer said money was a big worry because her husband had to borrow money for treatment. She said, ""I felt sad because he had to borrow money."" 
Another person with cancer said money problems made treatment and daily needs hard to manage. She said, ""If you have financial problems, it is very difficult. Someone has to be there to cook for your family and to cook for you. If you are not financially strong, how will the patient survive? My husband was at home without a job when I was diagnosed with cancer. Travel by auto, cab, or own vehicle is expensive. Diet and many other things are not covered by insurance. I am going through it, so I know it is very difficult.""  "
Practical,Finances,"[Name], did you find yourself constantly stressing about your savings or running out of cash for your ongoing medical check-ups recently?","I understand your worry completely, [Name]. Financial thoughts can make the night feel very long, but please remember to just focus on your comfort for this single day.",That brings a big smile to my face. It is great to know that money matters are staying smooth and clear of tension for you.,"A person with cancer said money was a big worry because her husband had to borrow money for treatment. She said, ""I felt sad because he had to borrow money."" 
Another person with cancer said money problems made treatment and daily needs hard to manage. She said, ""If you have financial problems, it is very difficult. Someone has to be there to cook for your family and to cook for you. If you are not financially strong, how will the patient survive? My husband was at home without a job when I was diagnosed with cancer. Travel by auto, cab, or own vehicle is expensive. Diet and many other things are not covered by insurance. I am going through it, so I know it is very difficult.""  "
Practical,Finances,"Has a lack of ready money or financial support made you feel stressed about continuing your treatment comfortably, [Name]?","Thank you for trusting me with this worry. It takes a lot of strength to voice these heavy thoughts, and please know your peace of mind is deeply respected here.",That is excellent news! Keeping your treatment journey completely free of financial strain is a beautiful advantage for your health.,"A person with cancer said money was a big worry because her husband had to borrow money for treatment. She said, ""I felt sad because he had to borrow money."" 
Another person with cancer said money problems made treatment and daily needs hard to manage. She said, ""If you have financial problems, it is very difficult. Someone has to be there to cook for your family and to cook for you. If you are not financially strong, how will the patient survive? My husband was at home without a job when I was diagnosed with cancer. Travel by auto, cab, or own vehicle is expensive. Diet and many other things are not covered by insurance. I am going through it, so I know it is very difficult.""  "
Practical,Insurance,Government health cards or company insurance policies are used to help pay for hospital care. Have there been difficulties related to insurance papers or card recently? ,"Paperwork can be so confusing, and it is completely natural to feel annoyed when the systems take time or don't work smoothly. Take a deep breath - you are doing great handling all these hospital steps.",Alright! It is so comforting to know that your insurance is going smoothly.,"A person with cancer said insurance did not make payment easy. She had to pay first and wait for the money to come back. She said, ""Even if you have insurance, you still have to wait and face problems."" "
Practical,Insurance,"[Name], did you face any difficulty, rejection, or delay regarding your government health card or insurance policy papers at the hospital counter this week?","Paperwork can be so confusing, and it is completely natural to feel annoyed when the systems take time or don't work smoothly. Take a deep breath - you are doing great handling all these hospital steps.",Alright! It is so comforting to know that your insurance is going smoothly.,"A person with cancer said insurance did not make payment easy. She had to pay first and wait for the money to come back. She said, ""Even if you have insurance, you still have to wait and face problems."" "
Practical,Insurance,"Have you been feeling stressed because the insurance approval is taking too long or the desk clerks are asking for too many documents, [Name]?","Thank you for telling me. Waiting for office approvals when you are already physically tired can be very testing, so please just sit comfortably and let your mind rest.","That is very nice to hear, [Name]. Having your medical insurance settle your hospital files without any hitches is a big relief.","A person with cancer said insurance did not make payment easy. She had to pay first and wait for the money to come back. She said, ""Even if you have insurance, you still have to wait and face problems."" "
Practical,Insurance,"[Name], did any confusion regarding your insurance or medical card signatures cause tension during your clinic check-ups recently?","I hear you clearly. Navigating insurance terms and office forms can feel like an extra burden, but you are handling these complicated steps incredibly patiently.",That brings a lot of comfort. It is excellent that your policy paperwork is in perfect order and moving along without any disruption.,"A person with cancer said insurance did not make payment easy. She had to pay first and wait for the money to come back. She said, ""Even if you have insurance, you still have to wait and face problems."" "
Practical,Insurance,"Has an issue with your health insurance coverage created a stressful situation for your family, [Name]?","Thank you for sharing this honestly. Dealing with administrative rules takes a lot of time, and it is perfectly fine if you just close your eyes and ignore the tension today.","That is wonderful news! It sounds like your health card is serving as a great, hassle-free shield for your medical expenses.","A person with cancer said insurance did not make payment easy. She had to pay first and wait for the money to come back. She said, ""Even if you have insurance, you still have to wait and face problems."" "
Practical,Transportation,"How about your transportation [Name], is it difficult for you to travel from your house to the hospital or clinic for your check-ups?","Traveling when you are unwell is definitely a big task. It is totally okay if it feels like a struggle right now. When you get to your clinic or back home, make sure you find a comfortable spot to sit down, sip some water, and give your body a good, long rest.",It's good to hear that travelling for your hospital visits has been manageable for you.,"A person with cancer said it was hard to travel for treatment because she lived in a different town from the hospital. She said, ""For treatment, it was not easy to travel."" "
Practical,Transportation,"[Name], was it very difficult or stressful for you to arrange a proper vehicle, bus, or auto to travel to the clinic for your appointments this week?","Traveling when you are unwell is definitely a big task. It is totally okay if it feels like a struggle right now. When you get to your clinic or back home, make sure you find a comfortable spot to sit down, sip some water, and give your body a good, long rest.",It's good to hear that travelling for your hospital visits has been manageable for you.,"A person with cancer said it was hard to travel for treatment because she lived in a different town from the hospital. She said, ""For treatment, it was not easy to travel."" "
Practical,Transportation,"Have the bumpy roads, long traffic hours, or trouble booking a cab made your journey to the hospital feel completely tiring recently, [Name]?","Thank you for letting me know. Commuting in a weak body is an immense physical effort, so please do not rush yourself; take all the time you need to settle down comfortably.","That is a great thing to hear. Having a smooth, reliable, and comfortable way to reach your doctor saves so much of your vital energy.","A person with cancer said it was hard to travel for treatment because she lived in a different town from the hospital. She said, ""For treatment, it was not easy to travel."" "
Practical,Transportation,"[Name], did you face any trouble finding someone to drive you, or did the cost of daily travel to the health center feel too high this past week?","I understand completely, [Name]. Managing transit steps when your energy is low takes a lot of patience, so please make sure you rest deeply once you reach your room.",That brings a lot of relief. It is wonderful that your hospital trips are moving along smoothly without causing any extra strain on your body.,"A person with cancer said it was hard to travel for treatment because she lived in a different town from the hospital. She said, ""For treatment, it was not easy to travel."" "
Practical,Transportation,"Has the lack of a comfortable vehicle made it difficult for you to reach your medical check-ups on time during these past few days, [Name]?","Thank you for being so honest. Traveling while recovering is a massive task, and it is entirely natural if you feel completely worn out by the commute today.","That is excellent, [Name]! Knowing that your travel arrangements are pleasant and easy is a wonderful highlight for your routine.","A person with cancer said it was hard to travel for treatment because she lived in a different town from the hospital. She said, ""For treatment, it was not easy to travel."" "
Practical,Child care,"[Name], in this past week, did you find it very difficult or tiring to take care of your children's daily needs, like their food, school work, or looking after them?","Being a parent takes so much energy every single day. Please remember you are doing your best. Your children love you for being their mother, even if you are just resting on the bed right now.","That is really wonderful, [Name]! I am so glad you have the energy to look after your little ones and keep things going smoothly at home.","A person with cancer said her daughter wanted her to go out, but her illness made it hard. She said, ""She would ask me, ‘Why are you not coming out?’"""
Practical,Child care,"[Name], did you find it very difficult or heavy to manage your children's daily food, school uniforms, or homework recently?","Being a parent takes so much energy every single day. Please remember you are doing your best. Your children love you for being their mother, even if you are just resting on the bed right now.","That is really wonderful, [Name]! I am so glad you have the energy to look after your little ones and keep things going smoothly at home.","A person with cancer said her daughter wanted her to go out, but her illness made it hard. She said, ""She would ask me, ‘Why are you not coming out?’"""
Practical,Child care,"Have you been feeling completely tired or stressed by looking after your kids while dealing with your medical routine lately, [Name]?","Thank you for telling me your true feelings. Parenting requires a full battery, and it is completely okay if you cannot keep up with their busy schedules today. Just rest nicely.","That is fantastic, [Name]. Being able to look after your kids' daily needs with a bright smile is a beautiful proof of your inner strength.","A person with cancer said her daughter wanted her to go out, but her illness made it hard. She said, ""She would ask me, ‘Why are you not coming out?’"""
Practical,Child care,"[Name], did your physical weakness make it a struggle for you to cook for your kids or check their school books during these past few days?","I hear you clearly, [Name]. Children are very understanding, and they love you just for being there with them. Please do not worry about skipping a few chores to rest your body.",That brings a big smile to my face. It is wonderful that your time with the children is going along beautifully without any physical exhaustion.,"A person with cancer said her daughter wanted her to go out, but her illness made it hard. She said, ""She would ask me, ‘Why are you not coming out?’"""
Practical,Child care,"Has it been a stressful task to look after your children's routines or play with them because your body was feeling too weak this week, [Name]?","Thank you for sharing this with me. Managing a family while healing takes an immense amount of heart, and it is entirely natural to take a step back and let yourself rest today.",I am very glad to know that! Keeping up with your children's daily world smoothly is a beautiful comfort during your recovery journey.,"A person with cancer said her daughter wanted her to go out, but her illness made it hard. She said, ""She would ask me, ‘Why are you not coming out?’"""
Practical,Having enough food,Let us talk about your food. Did you face any trouble having enough food or getting groceries for your daily cooking?,"You've shared something important. Please remember to take things one day at a time, and don't hesitate to let your neighbours or family help you with cooking right now.",I am very glad to know that you are getting your daily meals properly and don't have to worry about food right now.,"A person with cancer said her brother borrowed money to help her get food for the house. She said, ""My brother would borrow money and help me get food items for the house."" "
Practical,Having enough food,"[Name], did you face any trouble or shortage in getting fresh groceries from the market or having proper, cooked meals for your daily diet this week?","You've shared something important. Please remember to take things one day at a time, and don't hesitate to let your neighbours or family help you with cooking right now.",I am very glad to know that you are getting your daily meals properly and don't have to worry about food right now.,"A person with cancer said her brother borrowed money to help her get food for the house. She said, ""My brother would borrow money and help me get food items for the house."" "
Practical,Having enough food,"Has it been difficult for you to stand in the kitchen and prepare nutritious food because your body feels too tired or weak lately, [Name]?","Thank you for being so honest with me. When your energy is low, cooking a full meal can feel like a massive chore. Please feel completely free to eat something light and simple today.","That is excellent to hear, [Name]. Getting your daily nutrition easily and enjoying your home-cooked meals is the best fuel for your recovery.","A person with cancer said her brother borrowed money to help her get food for the house. She said, ""My brother would borrow money and help me get food items for the house."" "
Practical,Having enough food,"[Name], did a lack of supplies or not having anyone to go to the shop make it hard for you to get your regular meals during these past few days?","I understand your situation, [Name]. Managing food when times are tough is a significant task, so please just take it one small bite at a time and rest your body completely.","That brings a lot of relief. Knowing that your kitchen is well-stocked and you are getting fresh, timely food brings great peace of mind.","A person with cancer said her brother borrowed money to help her get food for the house. She said, ""My brother would borrow money and help me get food items for the house."" "
Practical,Having enough food,"Have you been skipping meals or eating simple snacks because arranging proper, cooked grocery items felt too stressful this week, [Name]?","Thank you for sharing this with me. Your physical comfort is the most important thing right now, so please do not take any pressure and just focus on relaxing your body today.",That is wonderful news! It is great to know that your daily food routine is steady and causing absolutely zero worry for you.,"A person with cancer said her brother borrowed money to help her get food for the house. She said, ""My brother would borrow money and help me get food items for the house."" "
Practical,Access to medicine,"Medicines are really important. [Name], are you finding it hard to get all your daily tablets and medicines on time from the shop or hospital?","Thank you for letting me know, [Name]. Please take a deep breath, sit comfortably, and just focus entirely on resting your body right now.",Excellent! Taking medicines properly is a big step to getting well.,"A person with cancer said it was hard to get cancer medicines and tests near her home. She said, ""None of the tests or cancer medicines were available locally."""
Practical,Access to medicine,"[Name], did you face any trouble this week either finding your specific tablets at the medical store or getting your regular medicines on time?","Thank you for letting me know, [Name]. Please take a deep breath, sit comfortably, and just focus entirely on resting your body right now.",Excellent! Taking medicines properly is a big step to getting well.,"A person with cancer said it was hard to get cancer medicines and tests near her home. She said, ""None of the tests or cancer medicines were available locally."""
Practical,Access to medicine,"Have you been stressed because your prescribed medicines were completely out of stock or hard to find in the local medical stores recently, [Name]?","Thank you for telling me your true experience. Running around for missing packets or waiting for stocks to arrive can be very draining, so please just rest your body today.","That is a very big relief, [Name]! Having all your essential tablets readily available makes your daily routine so much simpler.","A person with cancer said it was hard to get cancer medicines and tests near her home. She said, ""None of the tests or cancer medicines were available locally."""
Practical,Access to medicine,"[Name], did anything make it hard to get your daily medicines this week?","I hear you clearly, [Name]. Navigating medical rows and pharmacy lines takes a lot of physical effort when you are unwell, and you are doing great handling things patiently.",That is fantastic news! It is wonderful that you are receiving all your necessary healthcare doses smoothly and right on schedule.,"A person with cancer said it was hard to get cancer medicines and tests near her home. She said, ""None of the tests or cancer medicines were available locally."""
Practical,Access to medicine,"Has it been difficult for your family to get the exact injections or tablets needed for your current treatment lately, [Name]?","Thank you for sharing this with me. Managing medicine searches requires a lot of patience, and it is completely okay if you just take a pause and breathe easy today.","I am very glad to know that, [Name]. Keeping your prescription file perfectly up to date without any missing items is an excellent sign.","A person with cancer said it was hard to get cancer medicines and tests near her home. She said, ""None of the tests or cancer medicines were available locally."""
Practical,Treatment decisions,"Doctors tell us so many things at once, and it can be hard to know what is right. [Name], in this past week, did you feel confused or unsure about the choices you have to make for your treatment?","It is completely normal to feel this way, [Name]. Medical choices are big decisions, and it takes time to understand everything. Just take your time and ask the doctors as many questions as you need.",It is great that you feel clear and confident about the path your treatment is taking.,"A person with cancer said she felt confused because the treatment process was new to her. She said, ""I had difficulty understanding the treatment process."""
Practical,Treatment decisions,"[Name], in this past week, did you feel confused or unsure about the specific choices you have to make for your ongoing treatment?","It is completely normal to feel this way, [Name]. Medical choices are big decisions, and it takes time to understand everything. Just take your time and ask the doctors as many questions as you need.",It is great that you feel clear and confident about the path your treatment is taking.,"A person with cancer said she felt confused because the treatment process was new to her. She said, ""I had difficulty understanding the treatment process."""
Practical,Treatment decisions,"Have you been feeling confused about the different treatment options your doctor gave you, [Name]?","Thank you for being so open about this. Pausing to think over your health choices is a very wise thing to do, so please don't rush your mind and just rest easy today.","That is wonderful to hear, [Name]. Having complete clarity about your medical steps saves you from so much unnecessary daily tension.","A person with cancer said she felt confused because the treatment process was new to her. She said, ""I had difficulty understanding the treatment process."""
Practical,Treatment decisions,"[Name], did you feel doubtful about whether your current medical plan is the right one this week?","I hear you clearly, [Name]. When so many pieces of advice come at once, it is completely natural for the mind to take time to process them. Please be very gentle with yourself.",That brings a lot of relief! It is fantastic that you are moving forward on your recovery path with total peace of mind and certainty.,"A person with cancer said she felt confused because the treatment process was new to her. She said, ""I had difficulty understanding the treatment process."""
Practical,Treatment decisions,"Has it been stressful for you to decide on the next steps of treatment or surgeries your team suggested, [Name]?","Thank you for sharing this honestly with me. It takes a lot of mental energy to balance medical decisions, and it is entirely okay if you just want to sit back and breathe quietly today.","That is excellent, [Name]. Knowing exactly what lies ahead and feeling comfortable with your care plan is a beautiful advantage for your health.","A person with cancer said she felt confused because the treatment process was new to her. She said, ""I had difficulty understanding the treatment process."""
