Category,Problem List Item,BraveEve's Conversational Question,Verbatim,Yes,No
Practical,Taking care of myself,"Now, [Name], I would like to ask about some day-to-day things in your life. Was it hard to stand near the basin or sit comfortably to take a bath recently?","A person with cancer said she needed help from her family for daily needs. She said, ""I need help from my family to bathe, change clothes, and eat."" 
A person with cancer said it took a long time to get up from bed and sit. She said, ""To get up from the bed and to sit, it would take long time for almost 20-25 minutes."" ","It is not easy to handle these changes, [Name]. Please do not do any hard work today and just let yourself rest completely.",I am happy for you. It is a wonderful thing when your physical routines feel completely relaxed and happy.
Practical,Taking care of myself,"[Name], let's now talk about your daily activities. Have you been skipping your basic bathing routine because your body feels too cold or exhausted?","A person with cancer said she needed help from her family for daily needs. She said, ""I need help from my family to bathe, change clothes, and eat."" 
A person with cancer said it took a long time to get up from bed and sit. She said, ""To get up from the bed and to sit, it would take long time for almost 20-25 minutes."" ","I hear you clearly, [Name]. Please take complete rest today and do not push your body to do any heavy chores.",That is a very positive sign. It is wonderful to see you feeling so comfortable and free of any physical load.
Practical,Taking care of myself,"For the next few questions, I want to check on your daily habits and physical comfort at home, [Name]. Did you find it too tiring to open medicine bottles or manage your daily tablets this week?","A person with cancer said she needed help from her family for daily needs. She said, ""I need help from my family to bathe, change clothes, and eat."" 
A person with cancer said it took a long time to get up from bed and sit. She said, ""To get up from the bed and to sit, it would take long time for almost 20-25 minutes."" ",Thank you for sharing this with me. Lying down in a cozy spot and letting your family help you is the best thing for you now.,That brings a lot of relief. It is great that your medical routine feels completely simple and easy to handle.
Practical,Taking care of myself,"[Name], let's now talk about your daily activities. Was it hard to cut or trim your nails because your fingers felt too weak or stiff lately?","A person with cancer said she needed help from her family for daily needs. She said, ""I need help from my family to bathe, change clothes, and eat."" 
A person with cancer said it took a long time to get up from bed and sit. She said, ""To get up from the bed and to sit, it would take long time for almost 20-25 minutes."" ","It is very tough when small movements feel difficult, [Name]. You are being incredibly strong just by getting through this day.",That is wonderful to hear. Having a completely painless body is so good for your peace of mind.
Practical,Taking care of myself,"[Name], let's now talk about your daily activities. Did a feeling of dizziness make you hesitant to step into the bathroom alone these past few days?","A person with cancer said she needed help from her family for daily needs. She said, ""I need help from my family to bathe, change clothes, and eat."" 
A person with cancer said it took a long time to get up from bed and sit. She said, ""To get up from the bed and to sit, it would take long time for almost 20-25 minutes."" ",Thank you for letting me know. Please take things very easy today and let your body rest well without any hurry.,That brings a lot of joy to my heart. It is fantastic that you are moving around your rooms with total confidence.
Practical,Taking care of others,"[Name], in the past week, have you found it difficult to take care of others at home when needed?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ","You are doing your best. When you are unwell, it is okay to let others handle the house work for some time.",It is good to know that you are able to handle these responsibilities.
Practical,Taking care of others,"[Name], in this past week, did your health make it hard or tiring for you to look after the needs of other family members or elderly people at home?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ","You are doing your best. When you are unwell, it is okay to let others handle the house work for some time.",It is good to know that you are able to handle these responsibilities.
Practical,Taking care of others,"Have you been feeling worried because you are too tired to cook, help people at home or take care of others, [Name]?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ","Thank you for sharing this. Please remember that you cannot pour from an empty cup; right now, your only duty is to let your own body recover quietly.","That is very impressive, [Name]. Being able to support your family members while managing your health shows incredible dedication."
Practical,Taking care of others,"[Name], did you feel too weak or tired to look after your family members or loved ones this week?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ","I understand your feelings completely. It takes a lot of heart to look after a home, and it is entirely fine to let someone else take charge while you rest.",That is great to hear! It is wonderful that you have the stamina to keep your household running smoothly without extra fatigue.
Practical,Taking care of others,"Has it been uncomfortable or stressful for you to manage the daily work and responsibilities of your family members recently, [Name]?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ","Thank you for telling me. Facing an illness is a full-time task for your body, so please give yourself permission to just relax and let others manage things today.","I am very glad to know that, [Name]. Being able to attend to your loved ones comfortably is a very positive thing for the whole house."
Practical,Taking care of others,"[Name], in the past week, have you found it difficult to take care of others at home when they needed your help?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ","Thank you for telling me. It is hard when you want to help your loved ones but your body is too tired, and you are being very brave today.","That's really great, [Name]. It's good to know you have enough health and energy to support your home nicely right now."
Practical,Taking care of others,"[Name], in this past week, did your health make it hard or tiring for you to look after the needs of other family members or elderly people at home?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ","Thank you for sharing this honestly with me. Your family understands your situation perfectly, and your health is the main priority.","That is wonderful, [Name]! Having the physical power to stand by your family members is an excellent sign of your strength."
Practical,Taking care of others,"[Name], did you feel too weak or tired to look after your family members or loved ones this week?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ",Thank you for your honesty. There is absolutely no judgment here; your body is spending all its power to recover right now.,"That is excellent, [Name]. I am so glad your body is feeling bright, active, and full of helpful energy today."
Practical,Taking care of others,"Has it been uncomfortable or stressful for you to manage the daily work and responsibilities of your family members recently, [Name]?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ","Thank you for being so honest with me, [Name]. It takes a lot of strength to handle household tasks while being sick, so please take rest.",That is a wonderful update! Managing your family chores with perfect balance is a great asset for your daily routine.
Practical,Taking care of others,"Was it a big struggle to look after your pets or water the home plants because your legs felt too weak, [Name]?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ",I truly appreciate your honesty today. Please take a deep breath and give yourself permission to let someone else handle these chores.,That is excellent news! Knowing that you can walk around and look after your home garden brings a lot of peace to my mind.
Practical,Taking care of others,"[Name], did you feel sad because you could not sit with an elder or a sick relative who needed your comfort this past week?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ","Thank you for trusting me with this. Your presence alone brings a lot of joy to your family, so please do not worry and just rest.","That is superb, [Name]! Keeping up your active care and spending time with your loved ones shows great inner power."
Practical,Taking care of others,"Have you been forcing your tired body to clean the house or wash clothes for your family because you do not want to sit idle, [Name]?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ","I hear your words, [Name]. It takes an immense amount of inner power to rest when you love your family, but your body needs quiet time.",I am so happy to hear that. Waking up with a comfortable house and an easy routine is a beautiful thing for your health.
Practical,Taking care of others,"Did the worry of managing your children's daily routine make your head feel heavy and full of tension this week, [Name]?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ",I appreciate you sharing this private detail. Please don't take any extra stress; your family is ready to support you every step.,That brings a big smile to my face. It is great that your mind feels completely calm and relaxed about your children's routine.
Practical,Taking care of others,"Has it been tough for you to listen to your family members' small complaints because your own mind is so tired, [Name]?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ","I hear you clearly, [Name]. Thank you for being so incredibly brave and transparent about your daily patience steps today.",That is excellent to hear. It is a big comfort to know that your family conversations are staying smooth and peaceful.
Practical,Taking care of others,"[Name], did you feel that you are letting your household down because you cannot complete your usual family duties this week?","A person with cancer said her husband was taking more care of their daughter because she could not do as much. She said, ""My husband takes care of my daughter more than me at this point."" ",Thank you for sharing this honestly. Please give your mind full permission to just sit back and receive love without any pressure today.,That is a perfect way to finish! I am so glad you feel that your family is fully happy and content with your presence.
Practical,Safety,Has there been anything at home or around you that has made you feel unsafe or uncomfortable recently?,"A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","Thank you for telling me this honestly. It takes courage to speak up about these things, and I am glad you shared your thoughts with me today.",I am very relieved to hear that. Feeling safe brings a lot of peace.
Practical,Safety,"[Name], has there been any situation at home or in your surroundings that has made you feel unsafe, threatened, or uncomfortable recently?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","Thank you for telling me this honestly. It takes courage to speak up about these things, and I am glad you shared your thoughts with me today.",I am very relieved to hear that. Feeling safe brings a lot of peace.
Practical,Safety,"Have you felt any fear about your physical safety, or felt that your living space is not fully safe during this past week, [Name]?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","Thank you for being so open with me about this matter. Speaking about your environment takes a lot of heart, and your thoughts are completely respected here.","That is wonderful news! Resting in a secure, calm, and completely safe environment is exactly what helps the mind stay peaceful."
Practical,Safety,"[Name], did any family problem or neighborhood issue make you feel unsafe or unprotected in your own house this week?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","I hear you clearly, [Name]. Feeling uneasy in your surroundings can make the mind very restless, so please just take a deep breath and try to find a quiet corner to rest today.",That brings a lot of relief to my mind. It is great that your living space is a peaceful and protected anchor for you.
Practical,Safety,"Has any person or situation around you made you feel emotionally or physically unsafe lately, [Name]?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","Thank you for sharing this honestly. It is deeply important for your mind to be at ease, and I truly appreciate you trusting me with your thoughts today.","That is excellent, [Name]. Knowing that you are surrounded by a safe and comfortable atmosphere is a big comfort for your recovery."
Practical,Safety,"Has there been anything at home or around you that has made you feel unsafe or uncomfortable recently, [Name]?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","Thank you for telling me. Your safety is the most important thing, and you are being very brave just by speaking up about it today.","That's really great, [Name]. It's good to know you are living in a completely safe, warm, and comfortable environment right now."
Practical,Safety,"[Name], has there been any situation at home or in your surroundings that has made you feel unsafe, threatened, or uncomfortable recently?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","Thank you for sharing this honestly with me. Your safety and privacy are fully secure here, and we want you to feel fully protected.","That is wonderful, [Name]! Having a secure home and peaceful surroundings is an excellent sign for your recovery journey."
Practical,Safety,"Have you felt any fear about your physical safety, or felt that your living space is not fully safe during this past week, [Name]?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","I hear you clearly, [Name]. Thank you for speaking so openly; carrying a fear about your space is heavy and you deserve to feel safe.","That is very nice to hear. It is great that your house feels like a warm, secure, and peaceful shelter for you today."
Practical,Safety,"[Name], did any family problem or neighborhood issue make you feel unsafe or unprotected in your own house this week?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","Thank you for your honesty. There is absolutely no judgment here, and we completely respect you for sharing your living situation.","That is excellent, [Name]. I am so glad your home life is staying calm, bright, and completely free from any external worry."
Practical,Safety,"Has any person or situation around you made you feel emotionally or physically unsafe lately, [Name]?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","Thank you for being so honest with me, [Name]. It takes a lot of strength to talk about these fears, and please know you are valuable.",That is a wonderful update! Moving around your house and neighborhood with perfect confidence is a great asset for your peace.
Practical,Safety,"[Name], did you feel nervous or scared that you might fall down or get hurt because your rooms lack proper handles or lights?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","Thank you for sharing your heart so openly. Managing your physical safety is very important, and please take things very slowly today.",That brings a lot of relief. It is fantastic that your living area is set up beautifully and safely for your daily steps.
Practical,Safety,"[Name], did you feel worried that you wouldn't be able to call for help if an emergency happened while you were alone this week?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","Thank you for trusting me with this. Facing health journeys can bring these doubts, and keeping a phone nearby is a safe choice.","That is superb, [Name]! Knowing that you have your loved ones or neighbors just a call away brings a lot of comfort."
Practical,Safety,"[Name], did a fear of being left completely alone without any food or medicine make you feel panicked this past week?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","Thank you for being so open. Juggling an illness can make us feel insecure about our supplies, so please breathe easy and rest today.",That is a very positive sign. It is wonderful that your home is fully stocked with everything you need for your daily comfort.
Practical,Safety,"Did a fear of sudden theft or bad incidents in your locality keep you awake and worried during the midnight hours, [Name]?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","I hear you clearly, [Name]. Thank you for being so incredibly brave and transparent about your private night steps today.","That is excellent to hear. It is a big comfort to know that your night hours are peaceful, quiet, and free of scary thoughts."
Practical,Safety,"Have you been feeling that your daily home environment is causing you too much mental distress or fear this week, [Name]?","A person with cancer said she felt scared because her body was weak and it was hard to get out of the place. She said, ""I was a bit scared then. You know, it is a bit difficult for me to get out of this place.""
Similarly, another person with cancer said, ""I am not able to move around. I am stuck here in this chair.""","I appreciate your honest words, [Name]. Facing these environmental stresses is tough, and your response is fully respected here.","That brings a lot of joy. It is wonderful to see you managing your routine in a very calm, secure, and happy household."
Practical,Work,"[Name], If you go to work, is it becoming very hard to manage it with your health routine?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ",Balancing both things is very tough. Please go easy on yourself and take breaks whenever you need.,That is very impressive! Just remember not to tire yourself out too much.
Practical,Work,"[Name], if you go to an office, has it become very difficult to manage your job tasks alongside your medical routines?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ",Balancing both things is very tough. Please go easy on yourself and take breaks whenever you need.,That is very impressive! Just remember not to tire yourself out too much.
Practical,Work,"Have your office duties been causing you a lot of physical exhaustion or mental pressure during this past week, [Name]?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ","Thank you for being so honest. Managing a professional life while your body is healing is a massive load, and it is completely okay to work at a slower pace today.","That is fantastic, [Name]! It is wonderful that you are balancing your professional or academic goals so smoothly with your care routine."
Practical,Work,"[Name], did you find it hard to concentrate on your work files this week because your health was making you feel too tired?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ","I understand completely, [Name]. Your physical energy is limited right now, so please do not feel guilty for stepping away from your desk to give your body rest.",That is a very positive sign. Keeping up with your daily projects and tasks successfully shows a lot of mental clarity and strength.
Practical,Work,"Has it been a struggle to finish your office works because of your hospital visits recently, [Name]?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ","Thank you for sharing this with me. Juggling deadlines and clinic timings takes a lot of effort, so please just take things one simple hour at a time today.",I am so glad to know that! Managing your professional responsibilities comfortably is an excellent sign of your steady stamina.
Practical,Work,"[Name], did physical weakness or exhaustion make it tough for you to manage your regular office duties this week?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ","Thank you for sharing. It is completely natural to find your work tasks difficult when your body is healing, and you are being very brave today.","That's really great, [Name]. It's good to know your work routine is feeling fully stable, manageable, and smooth right now."
Practical,Work,"[Name], has it been a difficult task for you to complete your daily job responsibilities or handle office work recently?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ","Thank you for sharing this honestly with me. Your openness helps us understand your daily energy levels, and your feelings are fully safe here.","That is wonderful, [Name]! Handling your professional tasks and assignments easily is an excellent sign of your inner focus and power."
Practical,Work,"[Name], did you face any strain or difficulty while completing your regular office work files during these past few days?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ",Thank you for your honesty. There is absolutely no judgment here; taking a step back to rest instead of forcing your office work is completely fine today.,"That is excellent, [Name]. I am so glad your body felt comfortable and active enough to handle your shift routines smoothly."
Practical,Work,"Has your physical health made it a struggle for you to finish your office tasks this week, [Name]?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ","Thank you for being so honest with me, [Name]. It takes a lot of stamina to manage office targets while being sick, so please just let your body rest today.",That is a wonderful update! Having the steady energy to complete your daily work goals brings a lot of peace and satisfaction to your mind.
Practical,Work,"[Name], has your daily job routine felt heavy or difficult to handle because your body was feeling weak recently?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ","Thank you for sharing this honestly with me. Your openness helps us understand your daily energy levels, and your feelings are fully safe here.","That is wonderful, [Name]! Handling your professional tasks and assignments easily is an excellent sign of your inner focus and power."
Practical,Work,"Have you been feeling too tired or drained to focus on your official responsibilities or tasks lately, [Name]?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ","I hear you clearly, [Name]. Please do not carry any professional guilt today; your system is spending its valuable power to heal right now.",That is very nice to hear. It is great that you are balancing your career commitments with your medical routine with total ease.
Practical,Work,"[Name], did your physical condition make it a major struggle for you to complete your office or job goals during these past few days?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ",Thank you for your honesty. There is absolutely no judgment here; taking a step back to rest instead of forcing your office work is completely fine today.,"That is excellent, [Name]. I am so glad your body felt comfortable and active enough to handle your shift routines smoothly."
Practical,Work,"Has a feeling of physical exhaustion made it difficult for you to do your regular office work this week, [Name]?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ","Thank you for being so honest with me, [Name]. It takes a lot of stamina to manage office targets while being sick, so please just let your body rest today.",That is a wonderful update! Having the steady energy to complete your daily work goals brings a lot of peace and satisfaction to your mind.
Practical,Work,"[Name], did you face any difficulty or body strain while trying to handle your daily office responsibilities this week?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ","Thank you for sharing. It is completely natural to find your work tasks difficult when your body is healing, and you are being very brave today.","That's really great, [Name]. It's good to know your work routine is feeling fully stable, manageable, and smooth right now."
Practical,Work,"Has it been difficult for you to focus on your workplace tasks because your body felt too tired this week, [Name]?","A person with cancer said working and meeting people helped her feel normal. She said, ""Working and meeting people helped me keep my sanity""
A person with cancer said she had to stop working for some time because of treatment. She said, ""I took time off from work."" ","Thank you for being so honest with me, [Name]. It takes a lot of stamina to manage office targets while being sick, so please just let your body rest today.",That is a wonderful update! Having the steady energy to complete your daily work goals brings a lot of peace and satisfaction to your mind.
Practical,School,"[Name], this past week, did you face any difficulty or strain while doing your regular studies or attending your classes? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for sharing your thoughts. It is difficult when you cannot manage your academic needs easily due to health changes, and you are being very brave today.","That's really great, [Name]. It's good to know your study routine is feeling bright, stable, and completely under your control right now."
Practical,School,"[Name], did you find it hard or tiring to complete your homework assignments or focus on your lessons recently? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for sharing this honestly with me. Your openness helps us understand your school routine, and your academic concerns are fully safe here.","That is wonderful, [Name]! Completing your homework and managing your daily studies easily is an excellent sign of your mental strength."
Practical,School,"Have you been feeling too tired or weak to read your school books or finish your educational tasks lately, [Name]? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","I hear you clearly, [Name]. Please do not carry any academic pressure today; your body is working hard to restore its natural strength right now.",That is very nice to hear. It is great that you are matching your medical routine with your school requirements with total ease and success.
Practical,School,"[Name], did your physical health make it a struggle for you to write your notes or listen to your teachers during these past few days? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ",Thank you for your honesty. There is absolutely no judgment here; taking a quiet break from your studies to sleep is a very good choice today.,"That is excellent, [Name]. I am so glad your body felt comfortable and refreshed enough to enjoy your regular study sessions this week."
Practical,School,"Has it been difficult for you to follow your regular class timetables or finish your school work because your body felt too weak this week, [Name]? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for being so open with me, [Name]. It takes an immense amount of stamina to study while healing, so please just rest your mind today.",That is a wonderful update! Having the active energy to grasp your lessons and complete your school tasks brings a lot of confidence to your heart.
Practical,School,"[Name], this past week, did you face any difficulty or strain while doing your regular studies or attending your classes? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for sharing your thoughts. It is difficult when you cannot manage your academic needs easily due to health changes, and you are being very brave today.","That's really great, [Name]. It's good to know your study routine is feeling bright, stable, and completely under your control right now."
Practical,School,"[Name], did you find it hard or tiring to complete your homework assignments or focus on your lessons recently? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for sharing this honestly with me. Your openness helps us understand your school routine, and your academic concerns are fully safe here.","That is wonderful, [Name]! Completing your homework and managing your daily studies easily is an excellent sign of your mental strength."
Practical,School,"Has it been difficult for you to follow your regular class timetables or finish your school work this week, [Name]? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for being so open with me, [Name]. It takes an immense amount of stamina to study while healing, so please just rest your mind today.",That is a wonderful update! Having the active energy to grasp your lessons and complete your school tasks brings a lot of confidence to your heart.
Practical,School,"[Name], did you face any difficulty or physical strain while handling your daily studies or school assignments this week? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for sharing your thoughts. It is difficult when you cannot manage your academic needs easily due to health changes, and you are being very brave today.","That's really great, [Name]. It's good to know your study routine is feeling bright, stable, and completely under your control right now."
Practical,School,"[Name], was it hard or tiring for you to attend your classes or listen to lessons recently? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for sharing this honestly with me. Your openness helps us understand your school routine, and your academic concerns are fully safe here.","That is wonderful, [Name]! Completing your homework and managing your daily studies easily is an excellent sign of your mental strength."
Practical,School,"Has a feeling of tiredness made it difficult to complete your school work or follow your class schedules this week, [Name]? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for being so open with me, [Name]. It takes an immense amount of stamina to study while healing, so please just rest your mind today.",That is a wonderful update! Having the active energy to grasp your lessons and complete your school tasks brings a lot of confidence to your heart.
Practical,School,"[Name], did you find it hard or tiring to read your textbooks or finish your homework assignments this week? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for sharing your thoughts. It is difficult when you cannot manage your academic needs easily due to health changes, and you are being very brave today.","That's really great, [Name]. It's good to know your study routine is feeling bright, stable, and completely under your control right now."
Practical,School,"Has it been difficult for you to study or attend your classes comfortably this week, [Name]? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for being so open with me, [Name]. It takes an immense amount of stamina to study while healing, so please just rest your mind today.",That is a wonderful update! Having the active energy to grasp your lessons and complete your school tasks brings a lot of confidence to your heart.
Practical,School,"[Name], did you find it hard or tiring to sit through your classes or focus on your lessons recently? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for sharing this honestly with me. Your openness helps us understand your school routine, and your academic concerns are fully safe here.","That is wonderful, [Name]! Completing your homework and managing your daily studies easily is an excellent sign of your mental strength."
Practical,School,"Has it been difficult for you to manage your daily lessons and school work, [Name]? You can answer 'No' if you don't go to school/college.","A person with cancer said that she could no longer attend her classes, due to her illness, she felt left out and couldn’t do many things. She said, ""Now, I am not able to go to school… due to this disease, I feel I could not do many things and I feel isolated."" ","Thank you for being so open with me, [Name]. It takes an immense amount of stamina to study while healing, so please just rest your mind today.",That is a wonderful update! Having the active energy to grasp your lessons and complete your school tasks brings a lot of confidence to your heart.
